datetime,count
2011-01-20 00:00:00,39.42718741975503
2011-01-20 01:00:00,54.233841533071526
2011-01-20 02:00:00,61.42751539634328
2011-01-20 03:00:00,66.24858103385023
2011-01-20 04:00:00,73.442254897122
2011-01-20 05:00:00,63.68222152222202
2011-01-20 06:00:00,65.02729467619201
2011-01-20 07:00:00,82.54345982086306
2011-01-20 08:00:00,90.00821468983577
2011-01-20 09:00:00,108.5330714709622
2011-01-20 10:00:00,127.47306355814192
2011-01-20 11:00:00,151.89557161905424
2011-01-20 12:00:00,179.76098849989964
2011-01-20 13:00:00,169.15068314411283
2011-01-20 14:00:00,182.30762088875406
2011-01-20 15:00:00,195.62097646702858
2011-01-20 16:00:00,188.4369755901782
2011-01-20 17:00:00,198.63418079083368
2011-01-20 18:00:00,173.8491708951732
2011-01-20 19:00:00,175.83590981621757
2011-01-20 20:00:00,177.2465293369508
2011-01-20 21:00:00,178.47648524681676
2011-01-20 22:00:00,172.3445905633418
2011-01-20 23:00:00,179.74168869889837
2011-01-21 00:00:00,6.764351555311194
2011-01-21 01:00:00,13.958025418582949
2011-01-21 02:00:00,12.661344928202155
2011-01-21 03:00:00,1.175551036139396
2011-01-21 04:00:00,3.244727848572097
2011-01-21 05:00:00,58.30608195907344
2011-01-21 06:00:00,75.4850994244236
2011-01-21 07:00:00,82.10573863293018
2011-01-21 08:00:00,97.76082979360618
2011-01-21 09:00:00,96.8318240985908
2011-01-21 10:00:00,109.63980175551623
2011-01-21 11:00:00,135.04841557100437
2011-01-21 12:00:00,171.68722703359597
2011-01-21 13:00:00,182.30109521579368
2011-01-21 14:00:00,180.96569504824507
2011-01-21 15:00:00,174.07958179228092
2011-01-21 16:00:00,184.00525191519915
2011-01-21 17:00:00,181.22132855660942
2011-01-21 18:00:00,181.10174472425
2011-01-21 19:00:00,185.51641588922377
2011-01-21 20:00:00,177.95619423743594
2011-01-21 21:00:00,171.50780216940467
2011-01-21 22:00:00,160.8768465188533
2011-01-21 23:00:00,177.13177894947978
2011-01-22 00:00:00,0.0
2011-01-22 01:00:00,0.40306861680734585
2011-01-22 02:00:00,13.243508976892244
2011-01-22 03:00:00,20.572950379032648
2011-01-22 04:00:00,7.554842767224336
2011-01-22 06:00:00,32.9796402892217
2011-01-22 07:00:00,37.76603220332868
2011-01-22 08:00:00,42.02428553466919
2011-01-22 09:00:00,64.03905757438032
2011-01-22 10:00:00,76.6435447242006
2011-01-22 11:00:00,95.74354652674509
2011-01-22 12:00:00,109.05894623685205
2011-01-22 13:00:00,137.63527567798414
2011-01-22 14:00:00,145.88516792321957
2011-01-22 15:00:00,168.75477820444212
2011-01-22 16:00:00,173.71115730878134
2011-01-22 17:00:00,192.53801004886913
2011-01-22 18:00:00,158.83162131331085
2011-01-22 19:00:00,168.89305897509774
2011-01-22 20:00:00,146.6107225956863
2011-01-22 21:00:00,167.98069105862794
2011-01-22 22:00:00,167.62676415021025
2011-01-22 23:00:00,140.43692819935663
2011-01-23 00:00:00,0.0
2011-01-23 01:00:00,0.0
2011-01-23 02:00:00,0.0
2011-01-23 03:00:00,0.0
2011-01-23 05:00:00,10.510967105879168
2011-01-23 06:00:00,17.704640969150937
2011-01-23 07:00:00,35.221280260268486
2011-01-23 08:00:00,25.19016587966759
2011-01-23 09:00:00,55.20023735386862
2011-01-23 10:00:00,90.72221593008683
2011-01-23 11:00:00,109.62083759217903
2011-01-23 12:00:00,129.85673611680335
2011-01-23 13:00:00,139.14171485154029
2011-01-23 14:00:00,165.48890767609595
2011-01-23 15:00:00,172.68258153936767
2011-01-23 16:00:00,183.8699384483669
2011-01-23 17:00:00,182.36789809858632
2011-01-23 18:00:00,181.10174472425
2011-01-23 19:00:00,188.4311861263904
2011-01-23 20:00:00,177.27415249857722
2011-01-23 21:00:00,184.19674535614806
2011-01-23 22:00:00,181.41282199755832
2011-01-23 23:00:00,173.58197341210592
2011-01-24 00:00:00,7.991707017986776
2011-01-24 01:00:00,1.099437441601907
2011-01-24 03:00:00,12.619021369630325
2011-01-24 04:00:00,16.624321861242407
2011-01-24 05:00:00,23.817995724514162
2011-01-24 06:00:00,33.947544191753536
2011-01-24 07:00:00,50.10960333357468
2011-01-24 08:00:00,61.08737964986837
2011-01-24 09:00:00,90.62498997791617
2011-01-24 10:00:00,98.05548288562808
2011-01-24 11:00:00,94.46213766438237
2011-01-24 12:00:00,115.59365471319055
2011-01-24 13:00:00,123.5683537641368
2011-01-24 14:00:00,124.56853285856899
2011-01-24 15:00:00,153.28474202715796
2011-01-24 16:00:00,143.29447776478787
2011-01-24 17:00:00,135.3278616404668
2011-01-24 18:00:00,126.80881499573499
2011-01-24 19:00:00,147.3078611830252
2011-01-24 20:00:00,141.1961627222785
2011-01-24 21:00:00,143.11472460305
2011-01-24 22:00:00,147.02145340798546
2011-01-24 23:00:00,158.11389289634684
2011-01-25 00:00:00,0.0
2011-01-25 01:00:00,0.0
2011-01-25 02:00:00,0.0
2011-01-25 04:00:00,0.9805519068667223
2011-01-25 05:00:00,2.459348467872843
2011-01-25 06:00:00,21.195850047947438
2011-01-25 07:00:00,22.67464660895355
2011-01-25 08:00:00,35.2786796867375
2011-01-25 09:00:00,77.72976184061443
2011-01-25 10:00:00,99.07703587695892
2011-01-25 11:00:00,109.11577911214874
2011-01-25 12:00:00,136.47011582326076
2011-01-25 13:00:00,140.72791508256492
2011-01-25 14:00:00,187.95484145760358
